######################################################################
#
# LoggerIdentifier    : 1858035C
# Comment             : 
# PC Time             : 15 September 2021 , 12:40:58
# Logger Time         : 15 September 2021 , 12:40:58
# StartBatteryVoltage :      2970 mV
# EndBatteryVoltage   :      2902 mV
# TotalSampleCount    :    456793
# ResistanceOffset    :     11905.14456
# ResistanceScale     :     90939.70156
# TemperatureOffset   :         0.0009057505
# TemperatureLinear   :         0.0002256978
# TemperatureCubic    :         0.0000001097
#
######################################################################
yyyy mm dd HH MM SS      Raw     Res[Ohm]   Temp[degC]
2021 09 15 11 54 04    56148    98206.018       -0.423
2021 09 15 11 54 05    56149    98209.020       -0.424
2021 09 15 11 54 06    56150    98212.021       -0.425
2021 09 15 11 54 07    56151    98215.023       -0.425
2021 09 15 11 54 08    56151    98215.023       -0.425
2021 09 15 11 54 09    56151    98215.023       -0.425
2021 09 15 11 54 10    56152    98218.025       -0.426
2021 09 15 11 54 11    56152    98218.025       -0.426
2021 09 15 11 54 12    56152    98218.025       -0.426
2021 09 15 11 54 13    56152    98218.025       -0.426
2021 09 15 11 54 14    56152    98218.025       -0.426
2021 09 15 11 54 15    56152    98218.025       -0.426
2021 09 15 11 54 16    56152    98218.025       -0.426
2021 09 15 11 54 17    56152    98218.025       -0.426
2021 09 15 11 54 18    56152    98218.025       -0.426
2021 09 15 11 54 19    56153    98221.027       -0.426
2021 09 15 11 54 20    56153    98221.027       -0.426
2021 09 15 11 54 21    56154    98224.029       -0.427
2021 09 15 11 54 22    56154    98224.029       -0.427
2021 09 15 11 54 23    56156    98230.033       -0.428
2021 09 15 11 54 24    56156    98230.033       -0.428
2021 09 15 11 54 25    56158    98236.038       -0.429
2021 09 15 11 54 26    56158    98236.038       -0.429
2021 09 15 11 54 27    56159    98239.040       -0.430
2021 09 15 11 54 28    56160    98242.043       -0.431
2021 09 15 11 54 29    56160    98242.043       -0.431
2021 09 15 11 54 30    56161    98245.045       -0.431
2021 09 15 11 54 31    56161    98245.045       -0.431
2021 09 15 11 54 32    56162    98248.048       -0.432
2021 09 15 11 54 33    56161    98245.045       -0.431
2021 09 15 11 54 34    56162    98248.048       -0.432
2021 09 15 11 54 35    56162    98248.048       -0.432
2021 09 15 11 54 36    56162    98248.048       -0.432
2021 09 15 11 54 37    56160    98242.043       -0.431
2021 09 15 11 54 38    56160    98242.043       -0.431
2021 09 15 11 54 39    56159    98239.040       -0.430
2021 09 15 11 54 40    56159    98239.040       -0.430
2021 09 15 11 54 41    56159    98239.040       -0.430
2021 09 15 11 54 42    56159    98239.040       -0.430
2021 09 15 11 54 43    56159    98239.040       -0.430
2021 09 15 11 54 44    56159    98239.040       -0.430
2021 09 15 11 54 45    56159    98239.040       -0.430
2021 09 15 11 54 46    56159    98239.040       -0.430
2021 09 15 11 54 47    56160    98242.043       -0.431
2021 09 15 11 54 48    56160    98242.043       -0.431
2021 09 15 11 54 49    56159    98239.040       -0.430
2021 09 15 11 54 50    56160    98242.043       -0.431
2021 09 15 11 54 51    56160    98242.043       -0.431
2021 09 15 11 54 52    56160    98242.043       -0.431
2021 09 15 11 54 53    56161    98245.045       -0.431
2021 09 15 11 54 54    56161    98245.045       -0.431
2021 09 15 11 54 55    56162    98248.048       -0.432
2021 09 15 11 54 56    56161    98245.045       -0.431
2021 09 15 11 54 57    56162    98248.048       -0.432
2021 09 15 11 54 58    56162    98248.048       -0.432
2021 09 15 11 54 59    56162    98248.048       -0.432
2021 09 15 11 55 00    56162    98248.048       -0.432
2021 09 15 11 55 01    56162    98248.048       -0.432
2021 09 15 11 55 02    56162    98248.048       -0.432
2021 09 15 11 55 03    56162    98248.048       -0.432
2021 09 15 11 55 04    56162    98248.048       -0.432
2021 09 15 11 55 05    56162    98248.048       -0.432
2021 09 15 11 55 06    56162    98248.048       -0.432
2021 09 15 11 55 07    56160    98242.043       -0.431
2021 09 15 11 55 08    56161    98245.045       -0.431
2021 09 15 11 55 09    56161    98245.045       -0.431
2021 09 15 11 55 10    56160    98242.043       -0.431
2021 09 15 11 55 11    56161    98245.045       -0.431
2021 09 15 11 55 12    56161    98245.045       -0.431
2021 09 15 11 55 13    56161    98245.045       -0.431
2021 09 15 11 55 14    56160    98242.043       -0.431
2021 09 15 11 55 15    56160    98242.043       -0.431
2021 09 15 11 55 16    56159    98239.040       -0.430
2021 09 15 11 55 17    56157    98233.035       -0.429
2021 09 15 11 55 18    56156    98230.033       -0.428
2021 09 15 11 55 19    56156    98230.033       -0.428
2021 09 15 11 55 20    56155    98227.031       -0.428
2021 09 15 11 55 21    56154    98224.029       -0.427
2021 09 15 11 55 22    56153    98221.027       -0.426
2021 09 15 11 55 23    56151    98215.023       -0.425
2021 09 15 11 55 24    56148    98206.018       -0.423
2021 09 15 11 55 25    56145    98197.014       -0.421
2021 09 15 11 55 26    56142    98188.011       -0.420
2021 09 15 11 55 27    56138    98176.008       -0.417
2021 09 15 11 55 28    56135    98167.007       -0.415
2021 09 15 11 55 29    56134    98164.007       -0.415
2021 09 15 11 55 30    56133    98161.007       -0.414
2021 09 15 11 55 31    56133    98161.007       -0.414
2021 09 15 11 55 32    56132    98158.007       -0.414
2021 09 15 11 55 33    56132    98158.007       -0.414
2021 09 15 11 55 34    56132    98158.007       -0.414
2021 09 15 11 55 35    56132    98158.007       -0.414
2021 09 15 11 55 36    56132    98158.007       -0.414
2021 09 15 11 55 37    56132    98158.007       -0.414
2021 09 15 11 55 38    56132    98158.007       -0.414
2021 09 15 11 55 39    56133    98161.007       -0.414
2021 09 15 11 55 40    56132    98158.007       -0.414
2021 09 15 11 55 41    56133    98161.007       -0.414
2021 09 15 11 55 42    56132    98158.007       -0.414
2021 09 15 11 55 43    56133    98161.007       -0.414
2021 09 15 11 55 44    56134    98164.007       -0.415
2021 09 15 11 55 45    56135    98167.007       -0.415
2021 09 15 11 55 46    56134    98164.007       -0.415
2021 09 15 11 55 47    56135    98167.007       -0.415
2021 09 15 11 55 48    56135    98167.007       -0.415
2021 09 15 11 55 49    56135    98167.007       -0.415
2021 09 15 11 55 50    56135    98167.007       -0.415
2021 09 15 11 55 51    56136    98170.007       -0.416
2021 09 15 11 55 52    56136    98170.007       -0.416
2021 09 15 11 55 53    56136    98170.007       -0.416
2021 09 15 11 55 54    56136    98170.007       -0.416
2021 09 15 11 55 55    56137    98173.008       -0.417
2021 09 15 11 55 56    56137    98173.008       -0.417
2021 09 15 11 55 57    56138    98176.008       -0.417
2021 09 15 11 55 58    56137    98173.008       -0.417
2021 09 15 11 55 59    56137    98173.008       -0.417
2021 09 15 11 56 00    56137    98173.008       -0.417
2021 09 15 11 56 01    56138    98176.008       -0.417
2021 09 15 11 56 02    56138    98176.008       -0.417
2021 09 15 11 56 03    56138    98176.008       -0.417
2021 09 15 11 56 04    56138    98176.008       -0.417
2021 09 15 11 56 05    56139    98179.009       -0.418
2021 09 15 11 56 06    56139    98179.009       -0.418
2021 09 15 11 56 07    56140    98182.010       -0.418
2021 09 15 11 56 08    56141    98185.010       -0.419
2021 09 15 11 56 09    56140    98182.010       -0.418
2021 09 15 11 56 10    56139    98179.009       -0.418
2021 09 15 11 56 11    56138    98176.008       -0.417
2021 09 15 11 56 12    56137    98173.008       -0.417
2021 09 15 11 56 13    56135    98167.007       -0.415
2021 09 15 11 56 14    56129    98149.008       -0.412
2021 09 15 11 56 15    56124    98134.011       -0.409
2021 09 15 11 56 16    56119    98119.016       -0.406
2021 09 15 11 56 17    56116    98110.020       -0.404
2021 09 15 11 56 18    56114    98104.023       -0.403
2021 09 15 11 56 19    56113    98101.025       -0.402
2021 09 15 11 56 20    56113    98101.025       -0.402
2021 09 15 11 56 21    56112    98098.027       -0.401
2021 09 15 11 56 22    56112    98098.027       -0.401
2021 09 15 11 56 23    56110    98092.031       -0.400
2021 09 15 11 56 24    56110    98092.031       -0.400
2021 09 15 11 56 25    56109    98089.034       -0.399
2021 09 15 11 56 26    56108    98086.036       -0.399
2021 09 15 11 56 27    56108    98086.036       -0.399
2021 09 15 11 56 28    56107    98083.038       -0.398
2021 09 15 11 56 29    56106    98080.041       -0.398
2021 09 15 11 56 30    56106    98080.041       -0.398
2021 09 15 11 56 31    56105    98077.043       -0.397
2021 09 15 11 56 32    56105    98077.043       -0.397
2021 09 15 11 56 33    56104    98074.046       -0.396
2021 09 15 11 56 34    56104    98074.046       -0.396
2021 09 15 11 56 35    56103    98071.049       -0.396
2021 09 15 11 56 36    56104    98074.046       -0.396
2021 09 15 11 56 37    56103    98071.049       -0.396
2021 09 15 11 56 38    56103    98071.049       -0.396
2021 09 15 11 56 39    56103    98071.049       -0.396
2021 09 15 11 56 40    56102    98068.052       -0.395
2021 09 15 11 56 41    56102    98068.052       -0.395
2021 09 15 11 56 42    56102    98068.052       -0.395
2021 09 15 11 56 43    56101    98065.055       -0.395
2021 09 15 11 56 44    56101    98065.055       -0.395
2021 09 15 11 56 45    56102    98068.052       -0.395
2021 09 15 11 56 46    56102    98068.052       -0.395
2021 09 15 11 56 47    56102    98068.052       -0.395
2021 09 15 11 56 48    56102    98068.052       -0.395
2021 09 15 11 56 49    56102    98068.052       -0.395
2021 09 15 11 56 50    56101    98065.055       -0.395
2021 09 15 11 56 51    56100    98062.058       -0.394
2021 09 15 11 56 52    56100    98062.058       -0.394
2021 09 15 11 56 53    56099    98059.061       -0.393
2021 09 15 11 56 54    56098    98056.064       -0.393
2021 09 15 11 56 55    56098    98056.064       -0.393
2021 09 15 11 56 56    56098    98056.064       -0.393
2021 09 15 11 56 57    56098    98056.064       -0.393
2021 09 15 11 56 58    56097    98053.067       -0.392
2021 09 15 11 56 59    56097    98053.067       -0.392
2021 09 15 11 57 00    56097    98053.067       -0.392
2021 09 15 11 57 01    56096    98050.071       -0.391
2021 09 15 11 57 02    56095    98047.074       -0.391
2021 09 15 11 57 03    56094    98044.078       -0.390
2021 09 15 11 57 04    56093    98041.082       -0.390
2021 09 15 11 57 05    56093    98041.082       -0.390
2021 09 15 11 57 06    56092    98038.086       -0.389
2021 09 15 11 57 07    56092    98038.086       -0.389
2021 09 15 11 57 08    56091    98035.089       -0.388
2021 09 15 11 57 09    56090    98032.093       -0.388
2021 09 15 11 57 10    56089    98029.098       -0.387
2021 09 15 11 57 11    56088    98026.102       -0.387
2021 09 15 11 57 12    56087    98023.106       -0.386
2021 09 15 11 57 13    56086    98020.110       -0.385
2021 09 15 11 57 14    56085    98017.115       -0.385
2021 09 15 11 57 15    56085    98017.115       -0.385
2021 09 15 11 57 16    56084    98014.119       -0.384
2021 09 15 11 57 17    56084    98014.119       -0.384
2021 09 15 11 57 18    56084    98014.119       -0.384
2021 09 15 11 57 19    56084    98014.119       -0.384
2021 09 15 11 57 20    56084    98014.119       -0.384
2021 09 15 11 57 21    56083    98011.124       -0.384
2021 09 15 11 57 22    56081    98005.134       -0.382
2021 09 15 11 57 23    56080    98002.139       -0.382
2021 09 15 11 57 24    56079    97999.144       -0.381
2021 09 15 11 57 25    56078    97996.149       -0.380
2021 09 15 11 57 26    56075    97987.165       -0.379
2021 09 15 11 57 27    56074    97984.170       -0.378
2021 09 15 11 57 28    56073    97981.176       -0.377
2021 09 15 11 57 29    56071    97975.188       -0.376
2021 09 15 11 57 30    56070    97972.194       -0.376
2021 09 15 11 57 31    56066    97960.218       -0.373
2021 09 15 11 57 32    56060    97942.258       -0.369
2021 09 15 11 57 33    56051    97915.324       -0.364
2021 09 15 11 57 34    56046    97900.364       -0.361
2021 09 15 11 57 35    56042    97888.397       -0.358
2021 09 15 11 57 36    56041    97885.406       -0.358
2021 09 15 11 57 37    56040    97882.415       -0.357
2021 09 15 11 57 38    56039    97879.424       -0.357
2021 09 15 11 57 39    56039    97879.424       -0.357
2021 09 15 11 57 40    56036    97870.451       -0.355
2021 09 15 11 57 41    56035    97867.460       -0.354
2021 09 15 11 57 42    56035    97867.460       -0.354
2021 09 15 11 57 43    56034    97864.469       -0.354
2021 09 15 11 57 44    56033    97861.479       -0.353
2021 09 15 11 57 45    56032    97858.488       -0.352
2021 09 15 11 57 46    56032    97858.488       -0.352
2021 09 15 11 57 47    56032    97858.488       -0.352
2021 09 15 11 57 48    56031    97855.498       -0.352
2021 09 15 11 57 49    56031    97855.498       -0.352
2021 09 15 11 57 50    56031    97855.498       -0.352
2021 09 15 11 57 51    56032    97858.488       -0.352
2021 09 15 11 57 52    56031    97855.498       -0.352
2021 09 15 11 57 53    56030    97852.508       -0.351
2021 09 15 11 57 54    56030    97852.508       -0.351
2021 09 15 11 57 55    56030    97852.508       -0.351
2021 09 15 11 57 56    56031    97855.498       -0.352
2021 09 15 11 57 57    56031    97855.498       -0.352
2021 09 15 11 57 58    56032    97858.488       -0.352
2021 09 15 11 57 59    56033    97861.479       -0.353
2021 09 15 11 58 00    56034    97864.469       -0.354
2021 09 15 11 58 01    56036    97870.451       -0.355
2021 09 15 11 58 02    56037    97873.442       -0.355
2021 09 15 11 58 03    56039    97879.424       -0.357
2021 09 15 11 58 04    56040    97882.415       -0.357
2021 09 15 11 58 05    56041    97885.406       -0.358
2021 09 15 11 58 06    56041    97885.406       -0.358
2021 09 15 11 58 07    56043    97891.389       -0.359
2021 09 15 11 58 08    56044    97894.380       -0.360
2021 09 15 11 58 09    56045    97897.372       -0.360
2021 09 15 11 58 10    56046    97900.364       -0.361
2021 09 15 11 58 11    56046    97900.364       -0.361
2021 09 15 11 58 12    56047    97903.356       -0.362
2021 09 15 11 58 13    56048    97906.347       -0.362
2021 09 15 11 58 14    56049    97909.339       -0.363
2021 09 15 11 58 15    56051    97915.324       -0.364
2021 09 15 11 58 16    56052    97918.316       -0.365
2021 09 15 11 58 17    56053    97921.308       -0.365
2021 09 15 11 58 18    56054    97924.301       -0.366
2021 09 15 11 58 19    56055    97927.294       -0.366
2021 09 15 11 58 20    56057    97933.279       -0.368
2021 09 15 11 58 21    56057    97933.279       -0.368
2021 09 15 11 58 22    56059    97939.265       -0.369
2021 09 15 11 58 23    56059    97939.265       -0.369
2021 09 15 11 58 24    56059    97939.265       -0.369
2021 09 15 11 58 25    56060    97942.258       -0.369
2021 09 15 11 58 26    56060    97942.258       -0.369
2021 09 15 11 58 27    56061    97945.251       -0.370
2021 09 15 11 58 28    56062    97948.244       -0.371
2021 09 15 11 58 29    56062    97948.244       -0.371
2021 09 15 11 58 30    56062    97948.244       -0.371
2021 09 15 11 58 31    56063    97951.238       -0.371
2021 09 15 11 58 32    56064    97954.231       -0.372
2021 09 15 11 58 33    56064    97954.231       -0.372
2021 09 15 11 58 34    56065    97957.224       -0.373
2021 09 15 11 58 35    56066    97960.218       -0.373
2021 09 15 11 58 36    56066    97960.218       -0.373
2021 09 15 11 58 37    56066    97960.218       -0.373
2021 09 15 11 58 38    56067    97963.212       -0.374
2021 09 15 11 58 39    56067    97963.212       -0.374
2021 09 15 11 58 40    56067    97963.212       -0.374
2021 09 15 11 58 41    56067    97963.212       -0.374
2021 09 15 11 58 42    56069    97969.200       -0.375
2021 09 15 11 58 43    56070    97972.194       -0.376
2021 09 15 11 58 44    56071    97975.188       -0.376
2021 09 15 11 58 45    56072    97978.182       -0.377
2021 09 15 11 58 46    56073    97981.176       -0.377
2021 09 15 11 58 47    56073    97981.176       -0.377
2021 09 15 11 58 48    56075    97987.165       -0.379
2021 09 15 11 58 49    56076    97990.160       -0.379
2021 09 15 11 58 50    56077    97993.154       -0.380
2021 09 15 11 58 51    56078    97996.149       -0.380
2021 09 15 11 58 52    56078    97996.149       -0.380
2021 09 15 11 58 53    56078    97996.149       -0.380
2021 09 15 11 58 54    56078    97996.149       -0.380
